COD_ACTE,DT_MODIF,NOM_LONG
QCNP003,2024-11-04,"Destruction d'une verrue palmaire, plantaire ou p‚riungu‚ale, avec laser CO2 continu"
QDJB001,2024-11-04,Lipoaspiration des r‚gions infratrochant‚riennes
QDJB002,2024-11-04,Lipoaspiration de la face m‚diale des genoux
JNCA002,2024-11-04,"Suture du corps de l'ut‚rus [Hyst‚rorraphie] pour rupture obst‚tricale, par laparotomie"
JNED001,2024-11-04,R‚duction manuelle d'inversion ut‚rine
JNFA001,2024-11-04,"Hyst‚rectomie pour complications obst‚tricales, par laparotomie"
JNGD002,2024-11-04,Ablation de cerclage du col de l'ut‚rus
JNJD001,2024-11-04,"vacuation d'un ut‚rus gravide, au 2Šme trimestre de la grossesse avant la 22Šme semaine d'am‚norrh‚e"
JCGA003,2024-11-04,"Ablation de calcul de l'uretŠre iliaque, par abord direct"
JCGC001,2024-11-04,"Ablation de calcul de l'uretŠre pelvien, par coelioscopie ou par r‚trop‚riton‚oscopie"
JKNL002,2024-11-04,"Curieth‚rapie intracavitaire ut‚rovaginale … d‚bit de dose puls‚, avec dosim‚trie tridimensionnelle aprŠs acquisition des donn‚es anatomiques par scanographie et/ou remnographie [IRM]"
JKNL003,2024-11-04,"Curieth‚rapie intracavitaire ut‚rovaginale … bas d‚bit de dose sans projecteur de source, avec dosim‚trie bidimensionnelle aprŠs acquisition des donn‚es anatomiques par clich‚s radiographiques de rep‚rage spatial"
JKNL004,2024-11-04,"Curieth‚rapie intracavitaire ut‚rovaginale … bas d‚bit de dose avec projecteur de source, avec dosim‚trie bidimensionnelle aprŠs acquisition des donn‚es anatomiques par clich‚s radiographiques de rep‚rage spatial"
JKNL005,2024-11-04,"Curieth‚rapie intracavitaire ut‚rovaginale … bas d‚bit de dose sans projecteur de source, avec dosim‚trie tridimensionnelle aprŠs acquisition des donn‚es anatomiques par scanographie et/ou remnographie [IRM]"
JKNL006,2024-11-04,"Curieth‚rapie intracavitaire ut‚rovaginale … d‚bit de dose puls‚, avec dosim‚trie bidimensionnelle aprŠs acquisition des donn‚es anatomiques par clich‚s radiographiques de rep‚rage spatial"
JKPC001,2024-11-04,"Section et/ou destruction de syn‚chies de l'ut‚rus, par hyst‚roscopie avec guidage coelioscopique"
JKPD001,2024-11-04,Lib‚ration d'une st‚nose r‚cente et totale du col de l'ut‚rus
JKPD002,2024-11-04,"Section et/ou destruction de syn‚chies de l'ut‚rus, par voie vaginale"
JKPE001,2024-11-04,"Section ou r‚section de cloison ut‚rine, par hyst‚roscopie"
JKPE002,2024-11-04,"Section et/ou destruction de syn‚chies de l'ut‚rus, par hyst‚roscopie"
JKPJ001,2024-11-04,"Section et/ou destruction de syn‚chies de l'ut‚rus, par hyst‚roscopie avec guidage ‚chographique"
JKPJ002,2024-11-04,"Section ou r‚section de cloison ut‚rine, par voie vaginale avec guidage ‚chographique"
JKQE001,2024-11-04,Hyst‚roscopie avec curetage de la cavit‚ de l'ut‚rus
JKQE002,2024-11-04,Hyst‚roscopie
JKQH001,2024-11-04,Hyst‚rosalpingographie
JKQJ001,2024-11-04,Hyst‚rosonographie
JKQJ350,2024-11-04,Epreuve de perm‚abilit‚ des trompes ut‚rines [de Fallope] au cours d'une hyst‚orosalpingosonographie de contraste
JKQX004,2024-11-04,"Examen anatomopathologique … vis‚e carcinologique de piŠce d'hyst‚rectomie, sans annexectomie"
JKQX005,2024-11-04,"Examen anatomopathologique … vis‚e carcinologique de piŠce d'hyst‚rectomie, avec annexectomie"
JKQX006,2024-11-04,Examen anatomopathologique … vis‚e carcinologique de piŠce de trach‚lectomie [cervicectomie] ou de colpotrach‚lectomie
LMMC004,2024-11-04,"Cure bilat‚rale d'une hernie de l'aine sans pose de prothŠse, par vid‚ochirurgie"
LMMC015,2024-11-04,"Cure d'‚ventration postop‚ratoire de la paroi abdominale ant‚rieure avec pose de prothŠse, par coelioscopie"
LMMC020,2024-11-04,"Cure de hernie de la paroi abdominale ant‚rieure aprŠs l'ƒge de 16 ans avec pose de prothŠse, par coelioscopie"
LMSA001,2024-11-04,Fermeture d'une omphalocŠle ou d'un laparoschisis en un temps
LMSA002,2024-11-04,"Fermeture d'une ‚visc‚ration abdominale, par abord direct"
LMSA003,2024-11-04,Fermeture progressive d'une omphalocŠle ou d'un laparoschisis
LMSA004,2024-11-04,Fermeture d'une laparostomie
NAPA005,2024-11-04,"Ost‚otomie supraac‚tabulaire de l'os coxal par une section, avec capsuloplastie"
NAPA006,2024-11-04,Ost‚otomie p‚riac‚tabulaire de l'os coxal
NAPA007,2024-11-04,Ost‚otomie extraac‚tabulaire de l'os coxal par plusieurs sections
NFFC003,2024-11-04,"M‚niscectomies lat‚rale et m‚diale du genou, par arthroscopie"
NFFC004,2024-11-04,"M‚niscectomie lat‚rale ou m‚diale du genou, par arthroscopie"
NFGA001,2024-11-04,Ablation d'une prothŠse du genou avec arthrodŠse
NFGA002,2024-11-04,Ablation d'une prothŠse du genou
NFJA001,2024-11-04,"Nettoyage de l'articulation du genou, par arthrotomie"
MJMA015,2024-11-04,"R‚paration de plaie de l'appareil extenseur d'un doigt avec suture de plaies d'un nerf et d'une artŠre digitaux palmaires, sur un rayon de la main"
MJMA016,2024-11-04,"R‚paration de plaie de l'appareil extenseur d'un doigt avec suture de plaie d'un nerf ou d'une artŠre digital palmaire, sur un rayon de la main"
MJPA001,2024-11-04,D‚sinsertion musculo-tendino-cutan‚e ‚tendue pour sur‚l‚vation cong‚nitale de la scapula
MJPA002,2024-11-04,"Lib‚ration des tendons des muscles fl‚chisseurs des doigts sur un rayon de la main, par abord direct"
MJPA003,2024-11-04,"Lib‚ration des tissus mous du premier espace interosseux m‚tacarpien avec arthrodŠse de la colonne du pouce, par abord direct"
MJPA004,2024-11-04,D‚sinsertion du muscle subscapulaire avec transfert musculaire
MJPA005,2024-11-04,"Fasciotomie [Apon‚vrotomie] palmaire, par abord direct"
NJEA003,2024-11-04,"R‚insertion du tendon calcan‚en [d'Achille], par abord direct"
NJEA004,2024-11-04,"Transfert du psoas … travers ou en avant de l'aile iliaque, avec ost‚otomie de l'os coxal ou du f‚mur"
NJEA005,2024-11-04,Alignement d'une camptodactylie d'orteil par lib‚ration des tissus mous
NJEA006,2024-11-04,Transfert tendineux et/ou t‚nodŠse pour r‚tablissement de l'‚version ou de l'inversion du pied
NJEA007,2024-11-04,R‚insertion et/ou suture du ligament patellaire [tendon rotulien]
NJEA008,2024-11-04,Transfert tendineux pour r‚tablissement de l'extension du premier orteil
NJEA009,2024-11-04,Transfert tendineux et/ou t‚nodŠse pour r‚tablissement de la flexion dorsale de la cheville
NJEA010,2024-11-04,Transfert tendineux pour r‚tablissement de la fonction intrinsŠque du premier orteil et/ou des orteils lat‚raux
NJEA011,2024-11-04,Transfert tendineux et/ou t‚nodŠse pour r‚tablissement de la flexion plantaire de la cheville
NJEA012,2024-11-04,Transfert du psoas … travers ou en avant de l'aile iliaque
NJFA001,2024-11-04,"R‚section d'ost‚ome paraarticulaire coxof‚moral ant‚rieur, post‚rieur ou m‚dial"
NJFA002,2024-11-04,Ex‚rŠse de l‚sion fasciale et/ou sousfasciale des tissus mous de la plante du pied
NJFA003,2024-11-04,R‚section des tissus mous pour hypertrophie et gigantisme du pied
NJFA004,2024-11-04,R‚section des tissus mous avec r‚section osseuse pour hypertrophie et gigantisme du pied avec dysplasie
NJMA006,2024-11-04,"Correction progressive d'une d‚formation du pied par fixateur externe, avec lib‚ration des tissus mous"
NJMA007,2024-11-04,Correction progressive d'une d‚formation du genou par fixateur externe
NJMB001,2024-11-04,"R‚paration d'une rupture du tendon calcan‚en [d'Achille], par voie transcutan‚e"
NBCB005,2024-11-04,"Ost‚osynthŠse pr‚ventive du f‚mur pour l‚sion ost‚olytique, … foyer ferm‚"
NBCB006,2024-11-04,"Ost‚osynthŠse de fracture ou de d‚collement ‚piphysaire de l'extr‚mit‚ distale du f‚mur, … foyer ferm‚"
NBDA004,2024-11-04,"piphysiodŠse au genou, par un abord direct"
NBDA013,2024-11-04,"piphysiodŠse au genou, par plusieurs abords directs"
NBEB001,2024-11-04,"R‚duction orthop‚dique progressive de fracture du f‚mur, par traction continue transosseuse"
NBEP001,2024-11-04,"R‚duction orthop‚dique progressive de fracture du f‚mur, par traction continue coll‚e"
NBEP002,2024-11-04,R‚duction orthop‚dique extemporan‚e de fracture-d‚collement de l'‚piphyse distale du f‚mur
NBFA001,2024-11-04,"Ex‚rŠse partielle du f‚mur sans interruption de la continuit‚, par abord direct"
NBFA002,2024-11-04,"R‚section segmentaire du f‚mur avec ost‚osynthŠse, pour pseudarthrose cong‚nitale"
PADA003,2024-11-04,"Fixation ou ex‚rŠse de noyau d'ossification accessoire, par abord direct"
PADB001,2024-11-04,"piphysiodŠse de plusieurs cartilages de croissance, par voie transcutan‚e"
PADB002,2024-11-04,"piphysiodŠse d'un cartilage de croissance, par voie transcutan‚e"
PAFA001,2024-11-04,"Pr‚lŠvement de plusieurs os longs complets sur un membre, sur un sujet en ‚tat de mort enc‚phalique"
PAFA002,2024-11-04,"Pr‚lŠvement de plusieurs os longs complets sur plusieurs membres, sur un sujet en ‚tat de mort enc‚phalique"
PAFA003,2024-11-04,"Pr‚lŠvement d'autogreffe osseuse corticale ou corticospongieuse … distance du foyer op‚ratoire, sur plusieurs sites sans changement de position"
PAFA004,2024-11-04,"Pr‚lŠvement d'autogreffe osseuse corticale ou corticospongieuse … distance du foyer op‚ratoire, sur un site avec changement de position"
PAFA005,2024-11-04,"R‚section segmentaire d'un os avec ost‚osynthŠse, pour pseudarthrose cong‚nitale"
PAFA006,2024-11-04,"Pr‚lŠvement d'un os autre qu'un os long, sur un sujet en ‚tat de mort enc‚phalique"
PAFA007,2024-11-04,"R‚section segmentaire d'un os avec ost‚osynthŠse et transfert axial progressif de fragment osseux, pour pseudarthrose cong‚nitale"
PAFA008,2024-11-04,"Pr‚lŠvement d'un os long complet, sur un sujet en ‚tat de mort enc‚phalique"
PAFA009,2024-11-04,"Pr‚lŠvement d'autogreffe osseuse corticale ou corticospongieuse … distance du foyer op‚ratoire, sur plusieurs sites avec changement de position"
PAFA010,2024-11-04,"Pr‚lŠvement d'autogreffe osseuse corticale ou corticospongieuse, ou d'autogreffe p‚riost‚e … distance du foyer op‚ratoire, sur un site sans changement de position"
PAFH001,2024-11-04,"Tumorectomie ost‚oarticulaire d'un membre, par voie transcutan‚e avec guidage scanographique"
MGEA001,2024-11-04,"R‚duction d'une luxation du poignet avec ost‚osynthŠse de fracture d'un os du carpe, par arthrotomie"
MGEA002,2024-11-04,"R‚duction d'une luxation du poignet, par arthrotomie"
MGEP002,2024-11-04,R‚duction orthop‚dique de fracture du carpe et/ou d'une luxation du poignet
MGFA001,2024-11-04,"R‚section ""en bloc"" du poignet [Arthrectomie monobloc du poignet]"
MGFA002,2024-11-04,"Synovectomie radio-ulnaire distale, par arthrotomie"
MGFA003,2024-11-04,"Synovectomie totale des articulations du poignet, par arthrotomie"
MGFA004,2024-11-04,"Ex‚rŠse de kyste synovial avec t‚nosynovectomie des extenseurs au poignet, par abord direct"
PZMA004,2024-11-04,"R‚paration par lambeau libre cutan‚, fascial, fasciocutan‚ ou souscutan‚, musculaire, musculocutan‚, musculotendineux ou osseux avec anastomoses vasculaires"
PZMA005,2024-11-04,"R‚paration par lambeau libre ost‚ocutan‚, ost‚omusculaire ou ost‚o-musculo-cutan‚, avec anastomoses vasculaires"
PZMP001,2024-11-04,Modification d'un appareillage de contention ou d'une orthŠse des membres ou de la colonne vert‚brale
PZMP002,2024-11-04,Adaptation d'une orthŠse modulaire articul‚e d'un membre
PZQX004,2024-11-04,"Examen anatomopathologique … vis‚e carcinologique de piŠce d'amputation partielle ou totale de main, de pied ou de plusieurs doigts ou orteils"
PZQX005,2024-11-04,Examen anatomopathologique … vis‚e carcinologique de piŠce d'amputation partielle ou totale d'un doigt ou d'un orteil
PZQX008,2024-11-04,Examen anatomopathologique … vis‚e carcinologique de piŠce d'amputation partielle ou totale de membre
QAEA001,2024-11-04,Transplantation de moins de 50 greffons de cuir chevelu
QAEA002,2024-11-04,"Greffe cutan‚e pour br–lure de l'extr‚mit‚ c‚phalique, sur moins de 1% de la surface corporelle"
QAEA003,2024-11-04,"Greffe cutan‚e pour br–lure de l'extr‚mit‚ c‚phalique, sur plus de 12,5% de la surface corporelle"
QAEA004,2024-11-04,"Greffe cutan‚e pour br–lure de l'extr‚mit‚ c‚phalique, sur 10% … 12,5% de la surface corporelle"
PCQL002,2024-11-04,Exploration radio-isotopique des masses musculaires squelettiques au repos
PCQM001,2024-11-04,chographie de muscle et/ou de tendo
PDAB001,2024-11-04,"Allongement progressif des tissus mous des membres par pose de fixateur externe, par voie transcutan‚e"
PDFA001,2024-11-04,"Ex‚rŠse de l‚sion fasciale et/ou sousfasciale des tissus mous, sans dissection d'un gros tronc vasculaire ou nerveux"
PDFA002,2024-11-04,"Ex‚rŠse de l‚sion fasciale et/ou sousfasciale des tissus mous, avec dissection de gros tronc vasculaire et/ou nerveux"
PDFA003,2024-11-04,"Ex‚rŠse de l‚sion fasciale et/ou sousfasciale des tissus mous de la racine d'un membre, du pli du coude ou du creux poplit‚"
PDHA001,2024-11-04,"Biopsie des tissus mous sousfasciaux, par abord direct"
PDQB001,2024-11-04,"Mesure directe de la pression tissulaire dans les loges musculaires des membres, par voie transcutan‚e"
QEEA001,2024-11-04,Transposition du mamelon
MHDA001,2024-11-04,"ArthrodŠse de plusieurs articulations m‚tacarpophalangiennes et/ou interphalangiennes de doigt, par arthrotomie"
MHDA002,2024-11-04,"ArthrodŠse interm‚tacarpienne du premier espace interosseux, par arthrotomie"
MHDA003,2024-11-04,"ArthrodŠse trap‚zom‚tacarpienne, par arthrotomie"
MHDA004,2024-11-04,"ArthrodŠse carpom‚tacarpienne, par arthrotomie"
MHDA005,2024-11-04,"ArthrodŠse d'une articulation m‚tacarpophalangienne ou interphalangienne d'un doigt, par arthrotomie"
MHDB001,2024-11-04,"Arthrorise temporaire d'une articulation m‚tacarpophalangienne ou interphalangienne d'un doigt par broche, par voie transcutan‚e"
MHEA001,2024-11-04,"R‚duction de luxation de plusieurs articulations m‚tacarpophalangiennes et/ou interphalangiennes de doigt, par arthrotomie"
MHEA002,2024-11-04,"R‚duction d'une luxation ou luxation-fracture trap‚zom‚tacarpienne, par arthrotomie"
QAFA004,2024-11-04,"Excision de br–lure de l'extr‚mit‚ c‚phalique, sur 2% … 3% de la surface corporelle"
QAFA005,2024-11-04,"Excision de br–lure de l'extr‚mit‚ c‚phalique, sur 4% … 5% de la surface corporelle"
QAFA006,2024-11-04,"Excision de br–lure de l'extr‚mit‚ c‚phalique, sur moins de 1% de la surface corporelle"
QAFA007,2024-11-04,"Excision de br–lure de l'extr‚mit‚ c‚phalique, sur 7,5% … 10% de la surface corporelle"
QAFA008,2024-11-04,"Excision de br–lure de l'extr‚mit‚ c‚phalique, sur 3% … 4% de la surface corporelle"
NFMA011,2024-11-04,"Reconstruction des ligaments crois‚s du genou, par arthrotomie"
YYYY152,2024-11-04,"Irradiation de moins de 300 cmı en champs fixes par acc‚l‚rateur  par fraction de 2 Grays pour les faisceaux de 5 … 7,9 MeV"
YYYY154,2024-11-04,"R‚animation imm‚diate ou diff‚r‚e du nouveau-n‚ en d‚tresse vitale, comportant toute technique de ventilation, avec ou sans intubation, et les actes associ‚s, avec ‚tablissement d'un compte rendu"
YYYY158,2024-11-04,Suppl‚ment pour pose de 8 dents contreplaqu‚es ou massives … une prothŠse amovible sur chƒssis m‚tallique
YYYY159,2024-11-04,Suppl‚ment pour pose d'une dent contreplaqu‚e ou massive … une prothŠse amovible sur chƒssis m‚tallique
YYYY163,2024-11-04,Radiographie de l'h‚misquelette ou du squelette complet chez l'adulte
MJFA010,2024-11-04,"Fasciectomie [Apon‚vrectomie] palmodigitale sur plusieurs rayons de la main, par abord direct"
MJFA011,2024-11-04,"R‚section des tissus mous de la main avec plastie cutan‚e et r‚section nerveuse, pour m‚gadactylie"
MJFA012,2024-11-04,"T‚nosynovectomie des muscles fl‚chisseurs des doigts sur plusieurs rayons de la main, par abord direct"
MJFA013,2024-11-04,"T‚nosynovectomie des muscles extenseurs au poignet avec synovectomie articulaire du poignet et arthrodŠse ou arthroplastie de 3 doigts ou plus, par abord direct"
QZNP015,2024-11-04,"S‚ance de destruction de l‚sion cutan‚e sur 500 cmı … 700 cmı, avec laser vasculaire ou avec lampe flash"
QZNP016,2024-11-04,"S‚ance de destruction de l‚sion cutan‚e pigmentaire sur 30 cmı … 60 cmı, avec laser cristal commut‚ [Q switched] ou avec lampe flash"
QZNP017,2024-11-04,"S‚ance de destruction de l‚sion cutan‚e sur plus de 700 cmı, avec laser vasculaire ou avec lampe flash"
QZNP018,2024-11-04,"Destruction de 10 l‚sions cutan‚es ou plus, avec laser CO2 continu"
QZNP019,2024-11-04,"S‚ance de destruction de l‚sion cutan‚e sur 200 cmı … 350 cmı, avec laser vasculaire ou avec lampe flash"
QZNP020,2024-11-04,"Destruction de l‚sion cutan‚e sur moins de 5 cmı, avec laser CO2 impulsionnel ou scan‚ris‚, ou avec laser erbium Yag"
MDCA003,2024-11-04,Ost‚osynthŠse de fracture articulaire d'un os de la main par fixateur externe
QZFA031,2024-11-04,Ex‚rŠse de l‚sion superficielle de la peau par excision de 2 … 5 zones cutan‚es de moins de 5 cmı
QZFA032,2024-11-04,"Ex‚rŠse de l'appareil ungu‚al, avec r‚paration par autogreffe de peau totale"
QZFA033,2024-11-04,"Ex‚rŠse de l‚sion superficielle de la peau par excision d'une zone cutan‚e de 5 cmı … 10 cmı, par technique chimiochirurgicale [technique de Mohs]"
QZFA034,2024-11-04,"Excision de br–lure en dehors de l'extr‚mit‚ c‚phalique et des mains, sur 15% … 17,5% de la surface corporelle"
QZFA035,2024-11-04,Ex‚rŠse de l‚sion superficielle de la peau par excision d'une zone cutan‚e de 50 cmı … 200 cmı
QZFA036,2024-11-04,Ex‚rŠse de l‚sion superficielle de la peau par excision d'une zone cutan‚e de moins de 5 cmı
QZFA037,2024-11-04,"Excision de br–lure en dehors de l'extr‚mit‚ c‚phalique et des mains, sur plus de 20% de la surface corporelle"
QZFA038,2024-11-04,Excision de l‚sion infectieuse diffuse de la peau et des tissus mous sur moins de 50 cmı
QEHJ003,2024-11-04,"Ponction ou cytoponction d'une l‚sion de la glande mammaire, par voie transcutan‚e avec guidage ‚chographique"
QEHJ004,2024-11-04,"Macrobiopsie sous vide de l‚sion de la glande mammaire, par voie transcutan‚e avec guidage ‚chographique"
QEHJ005,2024-11-04,"Biopsie de plusieurs l‚sions de la glande mammaire, par voie transcutan‚e avec guidage ‚chographique"
QEHJ006,2024-11-04,"Biopsie de l‚sion de la glande mammaire, par voie transcutan‚e avec guidage remnographique [IRM]"
QEHP002,2024-11-04,Frottis unilat‚ral ou bilat‚ral d'un ‚coulement mamelonnaire
QEJA001,2024-11-04,"vacuation de collection de la glande mammaire, par abord direct"
QEJB001,2024-11-04,"vacuation de collection de la glande mammaire, par voie transcutan‚e sans guidage"
QEJH001,2024-11-04,"vacuation de collection de la glande mammaire, par voie transcutan‚e avec guidage ‚chographique et/ou radiologique"
QEJH002,2024-11-04,"Drainage de collection de la glande mammaire, par voie transcutan‚e avec guidage ‚chographique et/ou radiologique"
QZNP086,2024-11-04,"Destruction de l‚sion cutan‚e par phototh‚rapie dynamique aprŠs application topique de produit photosensibilisant, sur moins de 10 cmı"
QZNP259,2024-11-04,"Destruction de l‚sion cutan‚e par phototh‚rapie dynamique aprŠs application topique de produit photosensibilisant, sur 10 cmı ou plus"
QZPA001,2024-11-04,Escarrotomie de d‚charge sur 2 sites
QZPA002,2024-11-04,Escarrotomie de d‚charge sur 1 site
QZPA003,2024-11-04,Escarrotomie de d‚charge sur 6 sites
QZPA004,2024-11-04,Section du p‚dicule d'un lambeau … distance
QZPA005,2024-11-04,Escarrotomie de d‚charge sur 3 sites
QZPA006,2024-11-04,Escarrotomie de d‚charge sur 5 sites
QZPA007,2024-11-04,Escarrotomie de d‚charge sur 4 sites
QZPA008,2024-11-04,Autonomisation d'un lambeau
ZZHB002,2024-11-04,"Biopsie de l‚sion superficielle, par voie transcutan‚e sans guidage"
ZZHH001,2024-11-04,"Biopsie d'un organe profond sur une cible, par voie transcutan‚e avec guidage radiologique"
ZZHH004,2024-11-04,"Ponction ou cytoponction d'un organe profond sur une cible, par voie transcutan‚e avec guidage radiologique"
ZZHH006,2024-11-04,"Ponction ou cytoponction d'un organe profond sur une cible, par voie transcutan‚e avec guidage scanographique"
ZZHH008,2024-11-04,"Biopsie d'un organe profond sur une cible, par voie transcutan‚e avec guidage scanographique"
ZZHH009,2024-11-04,"Ponction ou cytoponction d'organe profond sur plusieurs cibles, par voie transcutan‚e avec guidage scanographique"
ZZHH010,2024-11-04,"Biopsie d'organe profond sur plusieurs cibles, par voie transcutan‚e avec guidage scanographique"
ZZHH011,2024-11-04,"Ponction ou cytoponction d'organe profond sur plusieurs cibles, par voie transcutan‚e avec guidage radiologique"
ZZHH012,2024-11-04,"Biopsie d'organe profond sur plusieurs cibles, par voie transcutan‚e avec guidage radiologique"
ZZHJ001,2024-11-04,"Biopsie d'un organe superficiel sur une cible, par voie transcutan‚e avec guidage ‚chographique"
YYYY005,2024-11-04,Suppl‚ment pour utilisation d'un laser … colorant puls‚ pour destruction d'angiome plan sur 700 cmı et plus
YYYY006,2024-11-04,preuve quantitative aux agents pharmacodynamiques ou de provocation aux allergŠnes comportant une mesure du seuil de r‚activit‚
YYYY007,2024-11-04,Forfait hebdomadaire de prise en charge d'un patient insuffisant r‚nal en dialyse p‚riton‚ale
YYYY008,2024-11-04,"Suppl‚ment pour r‚alisation d'un examen radiologique par un m‚decin de montagne lors de la prise en charge diagnostique et th‚rapeutique dans le mˆme temps d'une l‚sion ost‚o-articulaire, musculo-tendineuse ou des parties molles d'origine traumatique"
YYYY009,2024-11-04,Forfait de n‚onatalogie en unit‚ de n‚onatalogie
YYYY010,2024-11-04,"Traitement de premier recours de cas n‚cessitant des actes techniques (pose d'une perfusion, administration d'oxygŠne, soins de r‚animation cardio-respiratoire...) et la pr‚sence prolong‚e du m‚decin (en dehors d'un ‚tablissement de soins) dans les situa"
ZZMK027,2024-11-04,"Reprise de pr‚paration … une irradiation externe, dosim‚trie bidimensionnelle, simulation … l'aide d'un simulateur, d'un simulateur-scanographe ou d'un scanographe … fonction simulateur int‚gr‚e et fabrication de cache personnalis‚ focalis‚ et/ou param‚t"
ZZMK028,2024-11-04,"Pr‚paration … une irradiation externe avec rep‚rage par simulateur-scanographe, dosim‚trie bidimensionnelle, simulation … l'aide d'un simulateur-scanographe et fabrication de cache personnalis‚ focalis‚ et/ou param‚trage d'un collimateur multilame"
ZZML001,2024-11-04,Contr“le du centrage des champs d'irradiation externe [Contr“le balistique] par imagerie portale
ZZML002,2024-11-04,Contr“le de la dose d'irradiation externe re‡ue [Dosim‚trie in vivo]
ZZML003,2024-11-04,Contr“le du centrage des champs d'irradiation externe [Contr“le balistique] au cours d'une irradiation externe guid‚e par imagerie [IGRT]
ZZMP001,2024-11-04,Pr‚paration … une irradiation corporelle totale
ZZMP003,2024-11-04,Fabrication de protection plomb‚e personnalis‚e pour curieth‚rapie
ZZMP004,2024-11-04,Fabrication d'un applicateur personnalis‚ pour curieth‚rapie
ZZMP012,2024-11-04,"Pr‚paration … une irradiation intracrƒnienne en conditions st‚r‚otaxiques en dose unique, avec pose de cadre effractif"
ZZMP013,2024-11-04,"Pr‚paration … une irradiation externe en conditions st‚r‚otaxiques avec synchronisation avec la respiration avec dosim‚trie tridimensionnelle avec HDV aprŠs rep‚rage par fusion num‚rique multimodale et simulation virtuelle utilisant la fonction ""vue de l"
ZZQK001,2024-11-04,"Radiographie au lit du malade, selon 3 incidences ou plus"
ZZQK002,2024-11-04,"Radiographie au lit du malade, selon 1 ou 2 incidences"
MJFA014,2024-11-04,"T‚nosynovectomie des muscles extenseurs au poignet avec synovectomie articulaire du poignet, par abord direct"
MJFA015,2024-11-04,"T‚nosynovectomie des muscles fl‚chisseurs des doigts sur un rayon de la main, par abord direct"
MJFA016,2024-11-04,"T‚nosynovectomie des muscles extenseurs au poignet avec synovectomie articulaire du poignet et arthrodŠse ou arthroplastie d'un doigt ou de 2 doigts, par abord direct"
MJFA017,2024-11-04,"R‚section des tissus mous de la main avec plastie cutan‚e, sans r‚section nerveuse, pour m‚gadactylie"
MJFA018,2024-11-04,"T‚nosynovectomie des muscles fl‚chisseurs au poignet ou … la paume de la main, par abord direct"
MJFC001,2024-11-04,"Ex‚rŠse de calcification intratendineuse de la coiffe des rotateurs de l'‚paule, par arthroscopie"
MJGA001,2024-11-04,"Ablation de corps ‚tranger de la coulisse bicipitale, par abord direct"
MJJA001,2024-11-04,"vacuation d'un phlegmon de gaine synoviale digitale ou digitocarpienne, par abord direct"
MJJA002,2024-11-04,"vacuation d'un phlegmon de gaine synoviale digitale ou digitocarpienne avec t‚nosynovectomie, par abord direct"
MJJA003,2024-11-04,"vacuation de suppuration profonde de la main et/ou de l'avant-bras n'atteignant pas les gaines synoviales, par abord direct"
MJJA004,2024-11-04,"vacuation d'un phlegmon de gaine synoviale digitale ou digitocarpienne ‚tendu … la main et/ou … l'avant-bras, par abord direct"
MJMA002,2024-11-04,"R‚paration de plaie de l'appareil extenseur d'un doigt avec suture de plaie d'une articulation, sur un rayon de la main"
MJMA003,2024-11-04,"R‚paration de la coiffe des rotateurs de l'‚paule par autoplastie et/ou mat‚riel proth‚tique, par abord direct"
MJMA006,2024-11-04,"Reconstruction d'un tendon de la main par transplant libre, en deux temps"
MJMA009,2024-11-04,"Reconstruction d'un tendon de la main par transplant p‚dicul‚, en un temps"
MJMA010,2024-11-04,"R‚paration de plaie de l'appareil extenseur d'un doigt par greffe ou plastie d'allongement ou de retournement sur un rayon de la main, par abord direct"
MJMA012,2024-11-04,"Reconstruction de la partie cruciforme de la gaine fibreuse digitale [poulie de r‚flexion de tendon de muscle fl‚chisseur des doigts] par autogreffe sur un rayon de la main, par abord direct"
ZZHJ009,2024-11-04,"Biopsie d'un organe profond sur une cible, par voie transcutan‚e avec guidage remnographique [IRM]"
ZZHJ010,2024-11-04,"Biopsie d'un organe profond, par voie intracavitaire avec guidage ‚chographique"
NDPA005,2024-11-04,"Ost‚otomie de l'os cun‚iforme m‚dial, du m‚tatarsien et de la phalange proximale du premier rayon du pied, avec lib‚ration mobilisatrice de l'articulation m‚tatarsophalangienne du premier orteil"
NDPA006,2024-11-04,Ost‚otomie du calcan‚us avec d‚sinsertion des muscles de la plante du pied
NDPA007,2024-11-04,"Ost‚otomie de l'os cun‚iforme m‚dial et du premier m‚tatarsien, avec lib‚ration mobilisatrice de l'articulation m‚tatarsophalangienne du premier orteil"
NDPA008,2024-11-04,"Ost‚otomie du premier m‚tatarsien, avec lib‚ration mobilisatrice de l'articulation m‚tatarsophalangienne du premier orteil"
NDPA009,2024-11-04,Ost‚otomie de la phalange proximale et lib‚ration mobilisatrice de l'articulation m‚tatarsophalangienne du premier orteil
NDPA010,2024-11-04,Ost‚otomie tibiotalienne intraarticulaire
NDPA011,2024-11-04,"Ost‚otomie du m‚tatarsien et de la phalange proximale du premier rayon du pied, avec lib‚ration mobilisatrice de l'articulation m‚tatarsophalangienne du premier orteil"
NDPA012,2024-11-04,"Ost‚otomie de l'os cun‚iforme m‚dial, avec lib‚ration mobilisatrice de l'articulation m‚tatarsophalangienne du premier orteil"
NDPA013,2024-11-04,"Ost‚otomie du m‚tatarsien et de la phalange proximale du premier rayon du pied, avec lib‚ration mobilisatrice de l'articulation m‚tatarsophalangienne du premier orteil et ost‚otomie de plusieurs m‚tatarsiens lat‚raux"
